s_acctbal	s_name	n_name	p_partkey	p_mfgr	s_address	s_phone	s_comment
9848.73	Supplier#000091096	UNITED KINGDOM	1841059	Manufacturer#5	jmrZln1W,XSTx Rbwq,N1eR8	33-848-379-3222	o the quickly pending excuses; dependencie
9847.83	Supplier#000008097	RUSSIA	1758062	Manufacturer#1	xMe97bpE69NzdwLoX	32-375-640-3593	 the special excuses. silent sentiments serve carefully final ac
9847.65	Supplier#000021659	FRANCE	996649	Manufacturer#3	QejGV5No712Z4YVTPYzYQl	16-869-827-5729	 eat carefully across the ironic dolphins. blith
9842.36	Supplier#000022995	ROMANIA	972976	Manufacturer#1	,AH2MqxDcWHAqANj	29-394-545-5583	rls wake. regular, bold accounts nag. blithely ironic pinto beans ar
9838.20	Supplier#000050440	ROMANIA	25439	Manufacturer#2	pczt6c395VbTzbse7OVvJGG4aqe GjDK,QlBnLR	29-897-791-1414	lar courts. blithely silent accounts nag according to the bold requests.
9837.43	Supplier#000046552	FRANCE	671533	Manufacturer#5	,cgeykS01djUU95zLM2Hpe	16-424-132-3669	inal requests boost slyly pending pinto beans. unusual, 
9836.93	Supplier#000007342	RUSSIA	132338	Manufacturer#5	JOlK7C1,7xrEZSSOw	32-399-414-5385	blithely carefully bold theodolites. fur
9833.84	Supplier#000007439	ROMANIA	1282426	Manufacturer#3	wYXjKhXUIwck0bSV5O,FYjh2ocBdgXleAy5SP	29-341-370-8531	packages are. even dinos sleep fluffily packages. blithely ironic accoun
9822.30	Supplier#000004485	UNITED KINGDOM	1704484	Manufacturer#4	62reHN90t,nD8jpktr,KmeJ3VeCTvChr	33-319-815-4381	l escapades sleep carefully among the regular, final packages. slyly regular requests nag fu
9821.91	Supplier#000033968	RUSSIA	133967	Manufacturer#3	q1DAdrG7MjJ qn8BRs3YPG2elWcZ	32-545-622-1927	 quickly unusual instructions run regular, even requests. even requests dazzle alongsi
9821.49	Supplier#000081219	RUSSIA	1731184	Manufacturer#1	UTg6hxwaY3WZuiOTtt6W5jg tq,0PrC	32-525-511-3618	ironic foxes about the furiously pen
9818.98	Supplier#000060094	GERMANY	160093	Manufacturer#1	P8CrJmDT2lihE	17-293-298-6268	nt ideas along the quickly express theodolites doze slyly quickly careful pinto
9818.98	Supplier#000060094	GERMANY	585078	Manufacturer#1	P8CrJmDT2lihE	17-293-298-6268	nt ideas along the quickly express theodolites doze slyly quickly careful pinto
9816.83	Supplier#000076625	GERMANY	676624	Manufacturer#1	DzbjIJOQ,7RZsbepISCxW1Lm	17-173-382-2333	requests haggle. ruthless pinto beans along the furiously regula
9813.22	Supplier#000098662	GERMANY	1748627	Manufacturer#2	C2Xnz3lgoz	17-399-656-1830	sual pinto beans haggle quietly unusual packages. even ideas are around 
9810.91	Supplier#000026373	FRANCE	1401358	Manufacturer#5	1PzqzGPINjdFvvG	16-254-785-3925	y dependencies. ironic ac
9810.91	Supplier#000026373	FRANCE	1626372	Manufacturer#4	1PzqzGPINjdFvvG	16-254-785-3925	y dependencies. ironic ac
9809.99	Supplier#000081739	GERMANY	1456724	Manufacturer#2	JkTw9Y85Cp7UJRAECmk8ta00pnNQFfSiViWTvJa	17-777-258-7675	excuses. bold theodolites are slow
9808.93	Supplier#000053517	UNITED KINGDOM	28516	Manufacturer#3	tzDRRCZOj5nWXRl Z6Vho1mZNVF2	33-567-872-4266	 the pending, express pinto beans.
9808.75	Supplier#000007872	FRANCE	1907871	Manufacturer#1	wNlvR0u0jwFd3wvWdRGpnN0G9g3ArZyrTuX	16-117-200-6865	inst the express, bold ideas. furiously final deposits haggle carefully around the sl
9806.15	Supplier#000068269	FRANCE	993241	Manufacturer#4	1qnj7,4ICJ	16-171-869-7268	 above the furiously ironic pinto beans. express pinto beans slee
9805.18	Supplier#000076932	UNITED KINGDOM	426923	Manufacturer#4	0icOvXW9uXl2r3jBXZ	33-565-256-8718	ges wake blithely according to the requests. quickly regular tithes sleep
9802.93	Supplier#000017687	FRANCE	467678	Manufacturer#4	C,AQfZSxc3KVHjfLDNTZGfEUO5	16-684-752-5712	s against the ironic ideas wake 
9802.33	Supplier#000048002	RUSSIA	872977	Manufacturer#5	a9KKyNxa5B0pFfm2R75GksYeeNuiE	32-237-647-5178	odolites nod slyly slyly bold deposit
9801.59	Supplier#000024343	GERMANY	524342	Manufacturer#1	fc7CSEyrh0XRxnxJ7xXEO	17-359-754-1285	gle about the carefully even packages? daringly sil
9801.15	Supplier#000089681	RUSSIA	414668	Manufacturer#5	xBuy1Gwgi5s0LIYoP2qU7Y7qBu1ZumPkLMufsB	32-947-140-8833	ly! quickly express theodolites nag slyly
9797.98	Supplier#000012862	ROMANIA	1562831	Manufacturer#1	ernH0nPDW2r3asW7	29-269-207-4912	er the blithely special accounts. quickly express account
9796.08	Supplier#000013076	ROMANIA	1263051	Manufacturer#3	pmgc15WzpU	29-304-692-3702	old courts sleep slyly even accounts. busily unusual excuses are. ironic, sile
9796.08	Supplier#000013076	ROMANIA	1488061	Manufacturer#1	pmgc15WzpU	29-304-692-3702	old courts sleep slyly even accounts. busily unusual excuses are. ironic, sile
9796.08	Supplier#000013076	ROMANIA	1763041	Manufacturer#5	pmgc15WzpU	29-304-692-3702	old courts sleep slyly even accounts. busily unusual excuses are. ironic, sile
9794.77	Supplier#000023968	FRANCE	898959	Manufacturer#4	kkV 05eFetqTjMPPs1s1mrO0BOQe1	16-798-687-4963	hely final accounts after the ironic, pending depos
9793.47	Supplier#000030907	FRANCE	1855852	Manufacturer#2	iPd67fJqmMN3x3R5GCulxju4s6	16-306-882-2806	 pending, pending platelets at the blithely final deposits haggle slyly quickly ironi
9792.00	Supplier#000039077	GERMANY	1064046	Manufacturer#5	pgF4ni1QP8uEvfEBm2	17-617-504-8545	accounts haggle quickly. fluffy 
9792.00	Supplier#000039077	GERMANY	1664028	Manufacturer#5	pgF4ni1QP8uEvfEBm2	17-617-504-8545	accounts haggle quickly. fluffy 
9790.50	Supplier#000039265	ROMANIA	589254	Manufacturer#1	XMPp6qd OCVMUEmyx	29-376-932-9916	jole after the quickly regular dinos. regular pi
s_acctbal	s_name	n_name	p_partkey	p_mfgr	s_address	s_phone	s_comment
9999.66	Supplier#000043638	RUSSIA	368628	Manufacturer#3	pRnD Nz9fBDFin	32-383-297-3784	rts wake regularly against the quickly silent deposits. slyly
9998.36	Supplier#000052387	RUSSIA	1502356	Manufacturer#1	LpdenjQxxk5PKWL9J	32-501-422-8682	 haggle slyly final deposits. slyly unusual theodolites boost bli
9993.64	Supplier#000087248	GERMANY	1262235	Manufacturer#4	1OEtMvFhbyIQFb,LVXuhQOBfnpcMo3AUDutKs	17-883-366-3990	s. carefully brave theodolites according to the carefully ironic packages run enticingly ruthle
9993.64	Supplier#000087248	GERMANY	1337221	Manufacturer#5	1OEtMvFhbyIQFb,LVXuhQOBfnpcMo3AUDutKs	17-883-366-3990	s. carefully brave theodolites according to the carefully ironic packages run enticingly ruthle
9990.03	Supplier#000081720	UNITED KINGDOM	481719	Manufacturer#1	9p,sDTmwbliPlu0EwiOvXHT1maCt	33-166-373-3036	 unwind fluffily about the bold pinto beans. silent packages are acco
9986.40	Supplier#000082995	RUSSIA	1557979	Manufacturer#5	CXiBNZ6DUBjgY	32-510-919-3096	nding instructions boost. unusual, regular asymptotes above the fluffily express e
9984.21	Supplier#000035131	RUSSIA	985112	Manufacturer#3	8ef9GOD3X6JLav5H4X2XqOLICJW	32-993-135-7694	ithely even deposits across the quickly pending foxes are sp
9982.99	Supplier#000067992	RUSSIA	967991	Manufacturer#3	uTdW46lBVqibFCi 3Q	32-112-458-7308	ions. ideas nag furiously. regular packages should wake bold, even ideas. fluff
9977.87	Supplier#000041768	ROMANIA	491759	Manufacturer#3	dHX1qJTTDQNy	29-481-308-5750	ending warhorses sleep carefully carefully ironic notornis. final sheaves wake slyly among th
9972.07	Supplier#000087962	ROMANIA	987961	Manufacturer#4	UAnXeOOrnf0KW7jXcNn8sJx	29-986-305-8993	 express braids after the slyly final foxes x-ray furiously alongside of the ironic pains: carefull
9967.53	Supplier#000074639	UNITED KINGDOM	1724604	Manufacturer#5	aFtqXstCy9mPxDxP	33-208-912-2010	deposits. carefully final deposits cajole blithely bold foxes. carefully even platelets
9964.25	Supplier#000096253	ROMANIA	646240	Manufacturer#2	zathOWfV1IK DCgsh5goxZ oCC	29-411-331-9917	arefully regular requests
9961.34	Supplier#000016272	UNITED KINGDOM	1016271	Manufacturer#4	MgSqMFihB5voR65MTjO9Gsu	33-964-689-9063	sts along the blithely ironic instructions detect blithely final courts. 
9956.07	Supplier#000075095	RUSSIA	1775094	Manufacturer#3	FBPv5AChKCuLIWKlQiIFPJKHshhIFF	32-369-450-2486	he blithely pending theodolites. theodolites cajole slyly up the carefully even notornis. hockey
9945.64	Supplier#000012773	UNITED KINGDOM	1787755	Manufacturer#4	wuDi54Iv3wBLKVQvR1km4J7	33-871-809-2504	refully across the even requests. 
9945.36	Supplier#000036819	ROMANIA	1936818	Manufacturer#3	NJfzlpQ4TqMDtYWAjXM9kFSjqTs7ZnIwHmUvT	29-370-897-9499	al accounts. carefully ruthless requests haggle blithely express depos
9944.02	Supplier#000010019	ROMANIA	1085008	Manufacturer#1	6fy8i iDm,kCwJfaiNRZtVWeAtrLnQT	29-695-919-1392	y regular excuses are blithely special theodolites. final excuses sleep
9941.34	Supplier#000072026	UNITED KINGDOM	372025	Manufacturer#5	76usUx7kzzLL	33-161-494-3924	 beans. final, unusual foxes haggle furiously above the slyly special excuses. silently unu
9939.40	Supplier#000028113	RUSSIA	603106	Manufacturer#1	HrnOoqKBep02Dvafwz9SHIzaJWlL	32-938-722-6528	ideas. ruthlessly ironic accounts should are slyly special, regular pla
9938.41	Supplier#000075189	UNITED KINGDOM	600170	Manufacturer#1	WdtY0D,L3bMPiS9O0tLnxZV	33-949-985-1633	equests alongside of the regular theodolites believe among the expr
9937.84	Supplier#000005969	ROMANIA	1205968	Manufacturer#3	ANDENSOSmk,miq23Xfb5RWt6dvUcvt6Qa	29-520-692-3537	efully express instructions. regular requests against the slyly fin
9936.01	Supplier#000064630	FRANCE	714615	Manufacturer#4	cW3kNfLGiN2n7w84pIHEpTd4sewgpnW	16-782-698-5265	. furiously express ideas boost across the regular requests. furiously final ideas haggle fl
9934.83	Supplier#000078481	ROMANIA	503465	Manufacturer#1	3wkHaa3DWXPLkiepZqaJENQMNSh5AZC,kd	29-775-625-5152	as silent deposits. express accounts integrate quickly. b
9934.83	Supplier#000078481	ROMANIA	1278480	Manufacturer#3	3wkHaa3DWXPLkiepZqaJENQMNSh5AZC,kd	29-775-625-5152	as silent deposits. express accounts integrate quickly. b
9930.88	Supplier#000082463	FRANCE	57462	Manufacturer#3	eMkVAIq6 S8e	16-603-227-7859	fluffily bold instructions cajole blithely blithely final pinto bean
9929.12	Supplier#000094144	ROMANIA	394143	Manufacturer#1	EeDRnlrpZaJSj785r9O	29-838-322-1471	 regular instructions after the final, even asymptotes haggle slyly aro
9928.22	Supplier#000070571	UNITED KINGDOM	1070570	Manufacturer#2	OVjfZbwOSBSM2R84JKjDyDBopwE	33-866-757-8338	. even requests haggle special requests. asymptotes ha
9926.19	Supplier#000094768	RUSSIA	969758	Manufacturer#3	meaiJMbVVyVM 5sn	32-383-402-7125	ly unusual, final accounts. even, regular instructions haggle quickly
9924.69	Supplier#000006317	GERMANY	731295	Manufacturer#1	zmswEUfyQ6a9SP	17-770-212-1020	yly silent instructions boost blithely
9924.62	Supplier#000021178	UNITED KINGDOM	196176	Manufacturer#1	k7rdmaXpbvtv19HXfFBQXXXwW4  BaUDTbn	33-236-914-3641	lithely express theodolites. carefully express platelets affix furiously. iron
9920.19	Supplier#000010882	GERMANY	860865	Manufacturer#1	kDIaEmIPkXT Kt0NGV	17-506-719-6172	he special theodolites wake across the silent platelets. slyly special courts sleep fluffily reques
9916.43	Supplier#000061876	RUSSIA	1586830	Manufacturer#4	eIK19L6anEPTMu0otXZiiI4SfVGbQ77pQfv5V	32-435-769-9103	oxes: deposits across the blithely ironic pinto beans mold fluffily final depe
9914.86	Supplier#000080085	RUSSIA	555079	Manufacturer#1	VnB BccfplC86 mtxW6xj7dUyTiRys6 jw3g 	32-248-927-1522	regular foxes. carefully regular packages amon
9913.61	Supplier#000035880	FRANCE	1310866	Manufacturer#4	N7Ic5RyktbPz6Z0oG H	16-167-264-7494	 final ideas. furiously regular deposits along the fluffily regular theodolites hinder someti
9912.36	Supplier#000058336	UNITED KINGDOM	1283299	Manufacturer#4	,ic,EfMcRhtWjjLusxmvk7VD	33-275-540-7161	 even theodolites sleep fluffily regular deposits. unusual realms boost carefully around the furiou
9910.21	Supplier#000083844	GERMANY	1183843	Manufacturer#5	Iv7afWViREdGHyMh552fVeD4G7OvxcF9AAL,k	17-309-774-7404	accounts boost ideas. slyly regular packages boost 
9909.40	Supplier#000075606	UNITED KINGDOM	1575605	Manufacturer#3	ON,vnHoMEjQK8DZv	33-947-404-2227	es along the ironic theodolites cajole slyly across the carefully bold pinto beans. fl
9903.42	Supplier#000003807	GERMANY	103806	Manufacturer#4	ot3nvn3kdvL9YcxMp8fhWN CsorSKs0LN4	17-850-427-8587	 the quickly final deposits nod carefully ideas. regula
9900.50	Supplier#000059434	UNITED KINGDOM	1859433	Manufacturer#1	j8s26GZ4EF6vzq9oIRsspI2zt Usst	33-696-691-9604	 regular foxes throughout the p
9899.88	Supplier#000065147	RUSSIA	1390107	Manufacturer#3	 Oj0pEv6hwA3s0GvZJ70RWo1KNW8W	32-326-491-2689	along the accounts. ironic accounts integrate bold, ex
9897.50	Supplier#000021828	UNITED KINGDOM	1371801	Manufacturer#5	ONmMk6jNoIbzM08RF9k3qegSwZdR5epJcx	33-327-965-9451	ular accounts. final requests across the slyly express requ
9894.58	Supplier#000064265	FRANCE	189261	Manufacturer#4	motTdifwGA	16-542-790-6426	nticing packages. deposits haggle furiously pending instructio
9894.58	Supplier#000064265	FRANCE	1164264	Manufacturer#1	motTdifwGA	16-542-790-6426	nticing packages. deposits haggle furiously pending instructio
9894.12	Supplier#000052147	FRANCE	577131	Manufacturer#1	Glos4JhvWTfQzieScI,Gbj9SB9V8GrF3pLtm	16-972-654-3023	arefully regular accounts
9890.91	Supplier#000099989	ROMANIA	249984	Manufacturer#1	wwuCIOdDXpJVW 	29-368-589-3126	kly regular ideas. requests among the furiously even instructions sleep furiously carefully s
9890.63	Supplier#000082319	GERMANY	807294	Manufacturer#2	fbfIEqyeHBWA	17-591-858-7431	 slyly express requests. bold excuses haggle carefully. special ideas sleep 
9888.93	Supplier#000090097	RUSSIA	815072	Manufacturer#1	x OQ8Y TUEzuI	32-748-779-9791	eas sublate furiously final excuse
9885.98	Supplier#000076451	GERMANY	1151439	Manufacturer#1	,MeC8ty qR1qjMWELivgeVvS9b0Jsd0xIPL 	17-896-241-8021	ickly even packages cajole carefully blithely final foxes.
9885.30	Supplier#000016192	FRANCE	1466163	Manufacturer#2	AizZy1SyAotjqAGvSCuIV7rS4JjQO	16-438-368-5938	efully special hockey players haggle unusual, brave platelets. final orbits haggle. furiously fina
9884.20	Supplier#000068361	GERMANY	1643344	Manufacturer#2	MRev0hTbR9Y5xEPUZxM28	17-385-307-2876	gular asymptotes sleep slyly
9880.97	Supplier#000083746	FRANCE	183745	Manufacturer#5	iGIpZpYZEiejFkfnqpLVh3pxWTo	16-706-220-1217	fully pinto beans. silent excuses against the deposits are according to the final, 
9880.10	Supplier#000042667	GERMANY	192664	Manufacturer#2	4fQZB7L5eZDVs	17-847-751-8418	ly final packages alongside of the unus
9873.94	Supplier#000016424	RUSSIA	866407	Manufacturer#5	uq1NWlLbhdJNZArm3	32-605-116-3927	 the ironic instructions. blithely ironic accounts are slyly. fluffily unusual excuses after the re
9869.93	Supplier#000084736	RUSSIA	434727	Manufacturer#1	tj,fGORaUOgNWhFUn6GbpeFmzb9BFjt9K6nu7o7	32-393-409-1197	ans wake blithely regular requests. 
9867.79	Supplier#000050232	UNITED KINGDOM	1525216	Manufacturer#3	6XGtwZaMYj92PW1aast2R9Id1	33-888-428-1545	r accounts unwind fluffily unusual theodolites.
9867.34	Supplier#000068181	GERMANY	1618148	Manufacturer#2	ICIcuNhiwsmlTvyU7	17-235-322-8122	he slyly slow accounts. theodolites shall have to wake. ruthle
9865.33	Supplier#000028701	FRANCE	578690	Manufacturer#1	DuASgHUbjQ Tnq1yQ4RPRs5L IIm	16-503-296-3985	egular dinos haggle ideas. furiou
9860.62	Supplier#000022993	ROMANIA	772978	Manufacturer#1	PQI K09e2jt,pfHRHzN1,lhY3Vkwlf	29-602-372-7262	nto beans. special asymptotes cajole after the bli
9860.62	Supplier#000022993	ROMANIA	1197981	Manufacturer#2	PQI K09e2jt,pfHRHzN1,lhY3Vkwlf	29-602-372-7262	nto beans. special asymptotes cajole after the bli
9859.93	Supplier#000052771	ROMANIA	452770	Manufacturer#1	rdFyHz5FV1FCi2jmFFCZAPlPyH xevioB	29-926-286-5299	among the packages cajole carefully ironic dugouts. fluffily final pinto b
9857.51	Supplier#000020797	UNITED KINGDOM	70796	Manufacturer#2	Eq4UtIWHRQChNhLxTI	33-667-827-2552	eaves along the final, ironic deposits sublate about the quickly even 
9857.51	Supplier#000020797	UNITED KINGDOM	1695780	Manufacturer#5	Eq4UtIWHRQChNhLxTI	33-667-827-2552	eaves along the final, ironic deposits sublate about the quickly even 
9852.16	Supplier#000073442	UNITED KINGDOM	1648425	Manufacturer#1	AngKfffsO2BJyXiKw	33-893-638-4693	bold theodolites are. fluffily bold dependen
9850.59	Supplier#000088806	RUSSIA	1938767	Manufacturer#3	24K0TRob790pA,Wv36PRLGVxFVqPUL	32-316-289-8739	 courts near the unusual ideas are finally from the slyly final as
9850.15	Supplier#000062925	FRANCE	737917	Manufacturer#2	aXKdkhctDBlg,	16-757-400-1683	its. blithely regular platelets outside the slyly iro
9848.73	Supplier#000091096	UNITED KINGDOM	1841059	Manufacturer#5	jmrZln1W,XSTx Rbwq,N1eR8	33-848-379-3222	o the quickly pending excuses; dependencie
9847.83	Supplier#000008097	RUSSIA	1758062	Manufacturer#1	xMe97bpE69NzdwLoX	32-375-640-3593	 the special excuses. silent sentiments serve carefully final ac
9847.65	Supplier#000021659	FRANCE	996649	Manufacturer#3	QejGV5No712Z4YVTPYzYQl	16-869-827-5729	 eat carefully across the ironic dolphins. blith
9842.36	Supplier#000022995	ROMANIA	972976	Manufacturer#1	,AH2MqxDcWHAqANj	29-394-545-5583	rls wake. regular, bold accounts nag. blithely ironic pinto beans ar
9838.20	Supplier#000050440	ROMANIA	25439	Manufacturer#2	pczt6c395VbTzbse7OVvJGG4aqe GjDK,QlBnLR	29-897-791-1414	lar courts. blithely silent accounts nag according to the bold requests.
9837.43	Supplier#000046552	FRANCE	671533	Manufacturer#5	,cgeykS01djUU95zLM2Hpe	16-424-132-3669	inal requests boost slyly pending pinto beans. unusual, 
9836.93	Supplier#000007342	RUSSIA	132338	Manufacturer#5	JOlK7C1,7xrEZSSOw	32-399-414-5385	blithely carefully bold theodolites. fur
9833.84	Supplier#000007439	ROMANIA	1282426	Manufacturer#3	wYXjKhXUIwck0bSV5O,FYjh2ocBdgXleAy5SP	29-341-370-8531	packages are. even dinos sleep fluffily packages. blithely ironic accoun
9822.30	Supplier#000004485	UNITED KINGDOM	1704484	Manufacturer#4	62reHN90t,nD8jpktr,KmeJ3VeCTvChr	33-319-815-4381	l escapades sleep carefully among the regular, final packages. slyly regular requests nag fu
9821.91	Supplier#000033968	RUSSIA	133967	Manufacturer#3	q1DAdrG7MjJ qn8BRs3YPG2elWcZ	32-545-622-1927	 quickly unusual instructions run regular, even requests. even requests dazzle alongsi
9821.49	Supplier#000081219	RUSSIA	1731184	Manufacturer#1	UTg6hxwaY3WZuiOTtt6W5jg tq,0PrC	32-525-511-3618	ironic foxes about the furiously pen
9818.98	Supplier#000060094	GERMANY	160093	Manufacturer#1	P8CrJmDT2lihE	17-293-298-6268	nt ideas along the quickly express theodolites doze slyly quickly careful pinto
9818.98	Supplier#000060094	GERMANY	585078	Manufacturer#1	P8CrJmDT2lihE	17-293-298-6268	nt ideas along the quickly express theodolites doze slyly quickly careful pinto
9816.83	Supplier#000076625	GERMANY	676624	Manufacturer#1	DzbjIJOQ,7RZsbepISCxW1Lm	17-173-382-2333	requests haggle. ruthless pinto beans along the furiously regula
9813.22	Supplier#000098662	GERMANY	1748627	Manufacturer#2	C2Xnz3lgoz	17-399-656-1830	sual pinto beans haggle quietly unusual packages. even ideas are around 
9810.91	Supplier#000026373	FRANCE	1401358	Manufacturer#5	1PzqzGPINjdFvvG	16-254-785-3925	y dependencies. ironic ac
9810.91	Supplier#000026373	FRANCE	1626372	Manufacturer#4	1PzqzGPINjdFvvG	16-254-785-3925	y dependencies. ironic ac
9809.99	Supplier#000081739	GERMANY	1456724	Manufacturer#2	JkTw9Y85Cp7UJRAECmk8ta00pnNQFfSiViWTvJa	17-777-258-7675	excuses. bold theodolites are slow
9808.93	Supplier#000053517	UNITED KINGDOM	28516	Manufacturer#3	tzDRRCZOj5nWXRl Z6Vho1mZNVF2	33-567-872-4266	 the pending, express pinto beans.
9808.75	Supplier#000007872	FRANCE	1907871	Manufacturer#1	wNlvR0u0jwFd3wvWdRGpnN0G9g3ArZyrTuX	16-117-200-6865	inst the express, bold ideas. furiously final deposits haggle carefully around the sl
9806.15	Supplier#000068269	FRANCE	993241	Manufacturer#4	1qnj7,4ICJ	16-171-869-7268	 above the furiously ironic pinto beans. express pinto beans slee
9805.18	Supplier#000076932	UNITED KINGDOM	426923	Manufacturer#4	0icOvXW9uXl2r3jBXZ	33-565-256-8718	ges wake blithely according to the requests. quickly regular tithes sleep
9802.93	Supplier#000017687	FRANCE	467678	Manufacturer#4	C,AQfZSxc3KVHjfLDNTZGfEUO5	16-684-752-5712	s against the ironic ideas wake 
9802.33	Supplier#000048002	RUSSIA	872977	Manufacturer#5	a9KKyNxa5B0pFfm2R75GksYeeNuiE	32-237-647-5178	odolites nod slyly slyly bold deposit
9801.59	Supplier#000024343	GERMANY	524342	Manufacturer#1	fc7CSEyrh0XRxnxJ7xXEO	17-359-754-1285	gle about the carefully even packages? daringly sil
9801.15	Supplier#000089681	RUSSIA	414668	Manufacturer#5	xBuy1Gwgi5s0LIYoP2qU7Y7qBu1ZumPkLMufsB	32-947-140-8833	ly! quickly express theodolites nag slyly
9797.98	Supplier#000012862	ROMANIA	1562831	Manufacturer#1	ernH0nPDW2r3asW7	29-269-207-4912	er the blithely special accounts. quickly express account
9796.08	Supplier#000013076	ROMANIA	1263051	Manufacturer#3	pmgc15WzpU	29-304-692-3702	old courts sleep slyly even accounts. busily unusual excuses are. ironic, sile
9796.08	Supplier#000013076	ROMANIA	1488061	Manufacturer#1	pmgc15WzpU	29-304-692-3702	old courts sleep slyly even accounts. busily unusual excuses are. ironic, sile
9796.08	Supplier#000013076	ROMANIA	1763041	Manufacturer#5	pmgc15WzpU	29-304-692-3702	old courts sleep slyly even accounts. busily unusual excuses are. ironic, sile
9794.77	Supplier#000023968	FRANCE	898959	Manufacturer#4	kkV 05eFetqTjMPPs1s1mrO0BOQe1	16-798-687-4963	hely final accounts after the ironic, pending depos
9793.47	Supplier#000030907	FRANCE	1855852	Manufacturer#2	iPd67fJqmMN3x3R5GCulxju4s6	16-306-882-2806	 pending, pending platelets at the blithely final deposits haggle slyly quickly ironi
9792.00	Supplier#000039077	GERMANY	1064046	Manufacturer#5	pgF4ni1QP8uEvfEBm2	17-617-504-8545	accounts haggle quickly. fluffy 
9792.00	Supplier#000039077	GERMANY	1664028	Manufacturer#5	pgF4ni1QP8uEvfEBm2	17-617-504-8545	accounts haggle quickly. fluffy 
9790.50	Supplier#000039265	ROMANIA	589254	Manufacturer#1	XMPp6qd OCVMUEmyx	29-376-932-9916	jole after the quickly regular dinos. regular pi
s_acctbal	s_name	n_name	p_partkey	p_mfgr	s_address	s_phone	s_comment
9999.66	Supplier#000043638	RUSSIA	368628	Manufacturer#3	pRnD Nz9fBDFin	32-383-297-3784	rts wake regularly against the quickly silent deposits. slyly
9998.36	Supplier#000052387	RUSSIA	1502356	Manufacturer#1	LpdenjQxxk5PKWL9J	32-501-422-8682	 haggle slyly final deposits. slyly unusual theodolites boost bli
9993.64	Supplier#000087248	GERMANY	1262235	Manufacturer#4	1OEtMvFhbyIQFb,LVXuhQOBfnpcMo3AUDutKs	17-883-366-3990	s. carefully brave theodolites according to the carefully ironic packages run enticingly ruthle
9993.64	Supplier#000087248	GERMANY	1337221	Manufacturer#5	1OEtMvFhbyIQFb,LVXuhQOBfnpcMo3AUDutKs	17-883-366-3990	s. carefully brave theodolites according to the carefully ironic packages run enticingly ruthle
9990.03	Supplier#000081720	UNITED KINGDOM	481719	Manufacturer#1	9p,sDTmwbliPlu0EwiOvXHT1maCt	33-166-373-3036	 unwind fluffily about the bold pinto beans. silent packages are acco
9986.40	Supplier#000082995	RUSSIA	1557979	Manufacturer#5	CXiBNZ6DUBjgY	32-510-919-3096	nding instructions boost. unusual, regular asymptotes above the fluffily express e
9984.21	Supplier#000035131	RUSSIA	985112	Manufacturer#3	8ef9GOD3X6JLav5H4X2XqOLICJW	32-993-135-7694	ithely even deposits across the quickly pending foxes are sp
9982.99	Supplier#000067992	RUSSIA	967991	Manufacturer#3	uTdW46lBVqibFCi 3Q	32-112-458-7308	ions. ideas nag furiously. regular packages should wake bold, even ideas. fluff
9977.87	Supplier#000041768	ROMANIA	491759	Manufacturer#3	dHX1qJTTDQNy	29-481-308-5750	ending warhorses sleep carefully carefully ironic notornis. final sheaves wake slyly among th
9972.07	Supplier#000087962	ROMANIA	987961	Manufacturer#4	UAnXeOOrnf0KW7jXcNn8sJx	29-986-305-8993	 express braids after the slyly final foxes x-ray furiously alongside of the ironic pains: carefull
9967.53	Supplier#000074639	UNITED KINGDOM	1724604	Manufacturer#5	aFtqXstCy9mPxDxP	33-208-912-2010	deposits. carefully final deposits cajole blithely bold foxes. carefully even platelets
9964.25	Supplier#000096253	ROMANIA	646240	Manufacturer#2	zathOWfV1IK DCgsh5goxZ oCC	29-411-331-9917	arefully regular requests
9961.34	Supplier#000016272	UNITED KINGDOM	1016271	Manufacturer#4	MgSqMFihB5voR65MTjO9Gsu	33-964-689-9063	sts along the blithely ironic instructions detect blithely final courts. 
9956.07	Supplier#000075095	RUSSIA	1775094	Manufacturer#3	FBPv5AChKCuLIWKlQiIFPJKHshhIFF	32-369-450-2486	he blithely pending theodolites. theodolites cajole slyly up the carefully even notornis. hockey
9945.64	Supplier#000012773	UNITED KINGDOM	1787755	Manufacturer#4	wuDi54Iv3wBLKVQvR1km4J7	33-871-809-2504	refully across the even requests. 
9945.36	Supplier#000036819	ROMANIA	1936818	Manufacturer#3	NJfzlpQ4TqMDtYWAjXM9kFSjqTs7ZnIwHmUvT	29-370-897-9499	al accounts. carefully ruthless requests haggle blithely express depos
9944.02	Supplier#000010019	ROMANIA	1085008	Manufacturer#1	6fy8i iDm,kCwJfaiNRZtVWeAtrLnQT	29-695-919-1392	y regular excuses are blithely special theodolites. final excuses sleep
9941.34	Supplier#000072026	UNITED KINGDOM	372025	Manufacturer#5	76usUx7kzzLL	33-161-494-3924	 beans. final, unusual foxes haggle furiously above the slyly special excuses. silently unu
9939.40	Supplier#000028113	RUSSIA	603106	Manufacturer#1	HrnOoqKBep02Dvafwz9SHIzaJWlL	32-938-722-6528	ideas. ruthlessly ironic accounts should are slyly special, regular pla
9938.41	Supplier#000075189	UNITED KINGDOM	600170	Manufacturer#1	WdtY0D,L3bMPiS9O0tLnxZV	33-949-985-1633	equests alongside of the regular theodolites believe among the expr
